"","method","wavelength1","value","plate","sampling","treatment","temperature","nut","rep"
"1909","OD ","450",0.114,"all","16","MIX","15","Low","1"
"1910","OD ","450",0.102,"all","16","MIX","18","Low","1"
"1911","OD ","650",0.06,"all","16","MIX","9","Low","1"
"1912","OD ","650",0.067,"all","16","MIX","12","Low","1"
"1913","OD ","650",0.086,"all","16","MIX","15","Low","1"
"1914","OD ","650",0.075,"all","16","MIX","18","Low","1"
"1915","OD ","800",0.052,"all","16","MIX","9","Low","1"
"1916","OD ","800",0.065,"all","16","MIX","12","Low","1"
"1917","OD ","800",0.081,"all","16","MIX","15","Low","1"
"1918","OD ","800",0.071,"all","16","MIX","18","Low","1"
"1919","RFU ","395,680",55,"all","16","MIX","9","Low","2"
"1920","RFU ","395,680",105,"all","16","MIX","12","Low","2"
"1921","RFU ","395,680",71,"all","16","MIX","15","Low","2"
"1922","RFU ","395,680",148,"all","16","MIX","18","Low","2"
"1923","RFU ","395,680",151,"all","16","MIX","21","Low","1"
"1924","RFU ","614,680",16,"all","16","MIX","9","Low","2"
"1925","RFU ","614,680",25,"all","16","MIX","12","Low","2"
"1926","RFU ","614,680",10,"all","16","MIX","15","Low","2"
"1927","RFU ","614,680",24,"all","16","MIX","18","Low","2"
"1928","RFU ","614,680",38,"all","16","MIX","21","Low","1"
"1929","RFU ","440,660",29,"all","16","MIX","9","Low","2"
"1930","RFU ","440,660",105,"all","16","MIX","12","Low","2"
"1931","RFU ","440,660",53,"all","16","MIX","15","Low","2"
"1932","RFU ","440,660",76,"all","16","MIX","18","Low","2"
"1933","RFU ","440,660",99,"all","16","MIX","21","Low","1"
"1934","OD ","440",0.072,"all","16","MIX","9","Low","2"
"1935","OD ","440",0.083,"all","16","MIX","12","Low","2"
"1936","OD ","440",0.079,"all","16","MIX","15","Low","2"
"1937","OD ","440",0.085,"all","16","MIX","18","Low","2"
"1938","OD ","440",0.097,"all","16","MIX","21","Low","1"
"1939","OD ","450",0.072,"all","16","MIX","9","Low","2"
"1940","OD ","450",0.082,"all","16","MIX","12","Low","2"
"1941","OD ","450",0.079,"all","16","MIX","15","Low","2"
"1942","OD ","450",0.084,"all","16","MIX","18","Low","2"
"1943","OD ","450",0.095,"all","16","MIX","21","Low","1"
"1944","OD ","650",0.053,"all","16","MIX","9","Low","2"
"1945","OD ","650",0.064,"all","16","MIX","12","Low","2"
"1946","OD ","650",0.056,"all","16","MIX","15","Low","2"
"1947","OD ","650",0.062,"all","16","MIX","18","Low","2"
"1948","OD ","650",0.069,"all","16","MIX","21","Low","1"
"1949","OD ","800",0.049,"all","16","MIX","9","Low","2"
"1950","OD ","800",0.062,"all","16","MIX","12","Low","2"
"1951","OD ","800",0.056,"all","16","MIX","15","Low","2"
"1952","OD ","800",0.062,"all","16","MIX","18","Low","2"
"1953","OD ","800",0.067,"all","16","MIX","21","Low","1"
"1954","RFU ","395,680",73,"all","16","MIX","9","Low","3"
"1955","RFU ","395,680",108,"all","16","MIX","12","Low","3"
"1956","RFU ","395,680",58,"all","16","MIX","15","Low","3"
"1957","RFU ","395,680",89,"all","16","MIX","18","Low","3"
"1958","RFU ","395,680",146,"all","16","MIX","21","Low","2"
"1959","RFU ","614,680",11,"all","16","MIX","9","Low","3"
"1960","RFU ","614,680",14,"all","16","MIX","12","Low","3"
"1961","RFU ","614,680",20,"all","16","MIX","15","Low","3"
"1962","RFU ","614,680",16,"all","16","MIX","18","Low","3"
"1963","RFU ","614,680",18,"all","16","MIX","21","Low","2"
"1964","RFU ","440,660",57,"all","16","MIX","9","Low","3"
"1965","RFU ","440,660",135,"all","16","MIX","12","Low","3"
"1966","RFU ","440,660",44,"all","16","MIX","15","Low","3"
"1967","RFU ","440,660",75,"all","16","MIX","18","Low","3"
"1968","RFU ","440,660",102,"all","16","MIX","21","Low","2"
"1969","OD ","440",0.075,"all","16","MIX","9","Low","3"
"1970","OD ","440",0.083,"all","16","MIX","12","Low","3"
"1971","OD ","440",0.077,"all","16","MIX","15","Low","3"
"1972","OD ","440",0.086,"all","16","MIX","18","Low","3"
"1973","OD ","440",0.094,"all","16","MIX","21","Low","2"
"1974","OD ","450",0.074,"all","16","MIX","9","Low","3"
"1975","OD ","450",0.081,"all","16","MIX","12","Low","3"
"1976","OD ","450",0.074,"all","16","MIX","15","Low","3"
"1977","OD ","450",0.083,"all","16","MIX","18","Low","3"
"1978","OD ","450",0.092,"all","16","MIX","21","Low","2"
"1979","OD ","650",0.054,"all","16","MIX","9","Low","3"
"1980","OD ","650",0.06,"all","16","MIX","12","Low","3"
"1981","OD ","650",0.057,"all","16","MIX","15","Low","3"
"1982","OD ","650",0.062,"all","16","MIX","18","Low","3"
"1983","OD ","650",0.068,"all","16","MIX","21","Low","2"
"1984","OD ","800",0.05,"all","16","MIX","9","Low","3"
"1985","OD ","800",0.058,"all","16","MIX","12","Low","3"
"1986","OD ","800",0.053,"all","16","MIX","15","Low","3"
"1987","OD ","800",0.057,"all","16","MIX","18","Low","3"
"1988","OD ","800",0.065,"all","16","MIX","21","Low","2"
"1989","RFU ","395,680",159,"all","16","MIX","9","HI","1"
"1990","RFU ","395,680",73,"all","16","MIX","12","HI","1"
"1991","RFU ","395,680",62,"all","16","MIX","15","HI","1"
"1992","RFU ","395,680",76,"all","16","MIX","18","HI","1"
"1993","RFU ","395,680",233,"all","16","MIX","21","Low","3"
"1994","RFU ","614,680",12,"all","16","MIX","9","HI","1"
"1995","RFU ","614,680",13,"all","16","MIX","12","HI","1"
"1996","RFU ","614,680",6,"all","16","MIX","15","HI","1"
"1997","RFU ","614,680",19,"all","16","MIX","18","HI","1"
"1998","RFU ","614,680",40,"all","16","MIX","21","Low","3"
"1999","RFU ","440,660",47,"all","16","MIX","9","HI","1"
"2000","RFU ","440,660",60,"all","16","MIX","12","HI","1"
"2001","RFU ","440,660",49,"all","16","MIX","15","HI","1"
"2002","RFU ","440,660",70,"all","16","MIX","18","HI","1"
"2003","RFU ","440,660",172,"all","16","MIX","21","Low","3"
"2004","OD ","440",0.086,"all","16","MIX","9","HI","1"
"2005","OD ","440",0.081,"all","16","MIX","12","HI","1"
"2006","OD ","440",0.077,"all","16","MIX","15","HI","1"
"2007","OD ","440",0.088,"all","16","MIX","18","HI","1"
"2008","OD ","440",0.12,"all","16","MIX","21","Low","3"
"2009","OD ","450",0.085,"all","16","MIX","9","HI","1"
"2010","OD ","450",0.078,"all","16","MIX","12","HI","1"
"2011","OD ","450",0.074,"all","16","MIX","15","HI","1"
"2012","OD ","450",0.087,"all","16","MIX","18","HI","1"
"2013","OD ","450",0.119,"all","16","MIX","21","Low","3"
"2014","OD ","650",0.061,"all","16","MIX","9","HI","1"
"2015","OD ","650",0.058,"all","16","MIX","12","HI","1"
"2016","OD ","650",0.054,"all","16","MIX","15","HI","1"
"2017","OD ","650",0.062,"all","16","MIX","18","HI","1"
"2018","OD ","650",0.09,"all","16","MIX","21","Low","3"
"2019","OD ","800",0.057,"all","16","MIX","9","HI","1"
"2020","OD ","800",0.055,"all","16","MIX","12","HI","1"
"2021","OD ","800",0.052,"all","16","MIX","15","HI","1"
"2022","OD ","800",0.06,"all","16","MIX","18","HI","1"
"2023","OD ","800",0.089,"all","16","MIX","21","Low","3"
"2024","RFU ","395,680",54,"all","16","MIX","9","HI","2"
"2025","RFU ","395,680",81,"all","16","MIX","12","HI","2"
"2026","RFU ","395,680",83,"all","16","MIX","15","HI","2"
"2027","RFU ","395,680",87,"all","16","MIX","18","HI","2"
"2028","RFU ","395,680",237,"all","16","MIX","21","HI","1"
"2029","RFU ","614,680",8,"all","16","MIX","9","HI","2"
"2030","RFU ","614,680",13,"all","16","MIX","12","HI","2"
"2031","RFU ","614,680",16,"all","16","MIX","15","HI","2"
"2032","RFU ","614,680",11,"all","16","MIX","18","HI","2"
"2033","RFU ","614,680",41,"all","16","MIX","21","HI","1"
"2034","RFU ","440,660",53,"all","16","MIX","9","HI","2"
"2035","RFU ","440,660",41,"all","16","MIX","12","HI","2"
"2036","RFU ","440,660",64,"all","16","MIX","15","HI","2"
"2037","RFU ","440,660",53,"all","16","MIX","18","HI","2"
"2038","RFU ","440,660",183,"all","16","MIX","21","HI","1"
"2039","OD ","440",0.086,"all","16","MIX","9","HI","2"
"2040","OD ","440",0.078,"all","16","MIX","12","HI","2"
"2041","OD ","440",0.08,"all","16","MIX","15","HI","2"
"2042","OD ","440",0.083,"all","16","MIX","18","HI","2"
"2043","OD ","440",0.131,"all","16","MIX","21","HI","1"
"2044","OD ","450",0.083,"all","16","MIX","9","HI","2"
"2045","OD ","450",0.074,"all","16","MIX","12","HI","2"
"2046","OD ","450",0.079,"all","16","MIX","15","HI","2"
"2047","OD ","450",0.082,"all","16","MIX","18","HI","2"
"2048","OD ","450",0.129,"all","16","MIX","21","HI","1"
"2049","OD ","650",0.06,"all","16","MIX","9","HI","2"
"2050","OD ","650",0.056,"all","16","MIX","12","HI","2"
"2051","OD ","650",0.058,"all","16","MIX","15","HI","2"
"2052","OD ","650",0.059,"all","16","MIX","18","HI","2"
"2053","OD ","650",0.098,"all","16","MIX","21","HI","1"
"2054","OD ","800",0.057,"all","16","MIX","9","HI","2"
"2055","OD ","800",0.052,"all","16","MIX","12","HI","2"
"2056","OD ","800",0.056,"all","16","MIX","15","HI","2"
"2057","OD ","800",0.056,"all","16","MIX","18","HI","2"
"2058","OD ","800",0.092,"all","16","MIX","21","HI","1"
"2059","RFU ","395,680",58,"all","16","MIX","9","HI","3"
"2060","RFU ","395,680",108,"all","16","MIX","12","HI","3"
"2061","RFU ","395,680",72,"all","16","MIX","15","HI","3"
"2062","RFU ","395,680",98,"all","16","MIX","18","HI","3"
"2063","RFU ","395,680",347,"all","16","MIX","21","HI","2"
"2064","RFU ","614,680",13,"all","16","MIX","9","HI","3"
"2065","RFU ","614,680",15,"all","16","MIX","12","HI","3"
"2066","RFU ","614,680",10,"all","16","MIX","15","HI","3"
"2067","RFU ","614,680",15,"all","16","MIX","18","HI","3"
"2068","RFU ","614,680",45,"all","16","MIX","21","HI","2"
"2069","RFU ","440,660",42,"all","16","MIX","9","HI","3"
"2070","RFU ","440,660",73,"all","16","MIX","12","HI","3"
"2071","RFU ","440,660",61,"all","16","MIX","15","HI","3"
"2072","RFU ","440,660",71,"all","16","MIX","18","HI","3"
"2073","RFU ","440,660",221,"all","16","MIX","21","HI","2"
"2074","OD ","440",0.087,"all","16","MIX","9","HI","3"
"2075","OD ","440",0.084,"all","16","MIX","12","HI","3"
"2076","OD ","440",0.079,"all","16","MIX","15","HI","3"
"2077","OD ","440",0.081,"all","16","MIX","18","HI","3"
"2078","OD ","440",0.152,"all","16","MIX","21","HI","2"
"2079","OD ","450",0.086,"all","16","MIX","9","HI","3"
"2080","OD ","450",0.084,"all","16","MIX","12","HI","3"
"2081","OD ","450",0.076,"all","16","MIX","15","HI","3"
"2082","OD ","450",0.08,"all","16","MIX","18","HI","3"
"2083","OD ","450",0.151,"all","16","MIX","21","HI","2"
"2084","OD ","650",0.06,"all","16","MIX","9","HI","3"
"2085","OD ","650",0.06,"all","16","MIX","12","HI","3"
"2086","OD ","650",0.055,"all","16","MIX","15","HI","3"
"2087","OD ","650",0.057,"all","16","MIX","18","HI","3"
"2088","OD ","650",0.116,"all","16","MIX","21","HI","2"
"2089","OD ","800",0.057,"all","16","MIX","9","HI","3"
"2090","OD ","800",0.056,"all","16","MIX","12","HI","3"
"2091","OD ","800",0.053,"all","16","MIX","15","HI","3"
"2092","OD ","800",0.054,"all","16","MIX","18","HI","3"
"2093","OD ","800",0.111,"all","16","MIX","21","HI","2"
"2094","RFU ","395,680",3,"all","16","MIX","21","HI","3"
"2095","RFU ","614,680",2,"all","16","MIX","21","HI","3"
"2096","RFU ","440,660",7,"all","16","MIX","21","HI","3"
"2097","OD ","440",0.038,"all","16","MIX","21","HI","3"
"2098","OD ","450",0.037,"all","16","MIX","21","HI","3"
"2099","OD ","650",0.035,"all","16","MIX","21","HI","3"
"2100","OD ","800",0.039,"all","16","MIX","21","HI","3"
"2101","RFU ","395,680",87,"all","15","MIX","9","Low","1"
"2102","RFU ","395,680",105,"all","15","MIX","12","Low","1"
"2103","RFU ","395,680",398,"all","15","MIX","15","Low","1"
"2104","RFU ","395,680",195,"all","15","MIX","18","Low","1"
"2105","RFU ","614,680",28,"all","15","MIX","9","Low","1"
"2106","RFU ","614,680",19,"all","15","MIX","12","Low","1"
"2107","RFU ","614,680",79,"all","15","MIX","15","Low","1"
"2108","RFU ","614,680",40,"all","15","MIX","18","Low","1"
"2109","RFU ","440,660",73,"all","15","MIX","9","Low","1"
"2110","RFU ","440,660",60,"all","15","MIX","12","Low","1"
"2111","RFU ","440,660",212,"all","15","MIX","15","Low","1"
"2112","RFU ","440,660",136,"all","15","MIX","18","Low","1"
"2113","OD ","440",0.103,"all","15","MIX","9","Low","1"
"2114","OD ","440",0.094,"all","15","MIX","12","Low","1"
"2115","OD ","440",0.112,"all","15","MIX","15","Low","1"
"2116","OD ","440",0.122,"all","15","MIX","18","Low","1"
"2117","OD ","450",0.1,"all","15","MIX","9","Low","1"
"2118","OD ","450",0.091,"all","15","MIX","12","Low","1"
"2119","OD ","450",0.107,"all","15","MIX","15","Low","1"
"2120","OD ","450",0.12,"all","15","MIX","18","Low","1"
"2121","OD ","650",0.075,"all","15","MIX","9","Low","1"
"2122","OD ","650",0.068,"all","15","MIX","12","Low","1"
"2123","OD ","650",0.083,"all","15","MIX","15","Low","1"
"2124","OD ","650",0.091,"all","15","MIX","18","Low","1"
"2125","OD ","800",0.064,"all","15","MIX","9","Low","1"
"2126","OD ","800",0.063,"all","15","MIX","12","Low","1"
"2127","OD ","800",0.076,"all","15","MIX","15","Low","1"
"2128","OD ","800",0.087,"all","15","MIX","18","Low","1"
"2129","RFU ","395,680",53,"all","15","MIX","9","Low","2"
"2130","RFU ","395,680",82,"all","15","MIX","12","Low","2"
"2131","RFU ","395,680",249,"all","15","MIX","15","Low","2"
"2132","RFU ","395,680",84,"all","15","MIX","18","Low","2"
"2133","RFU ","395,680",141,"all","15","MIX","21","Low","1"
"2134","RFU ","614,680",9,"all","15","MIX","9","Low","2"
"2135","RFU ","614,680",11,"all","15","MIX","12","Low","2"
"2136","RFU ","614,680",39,"all","15","MIX","15","Low","2"
"2137","RFU ","614,680",17,"all","15","MIX","18","Low","2"
"2138","RFU ","614,680",21,"all","15","MIX","21","Low","1"
"2139","RFU ","440,660",26,"all","15","MIX","9","Low","2"
"2140","RFU ","440,660",44,"all","15","MIX","12","Low","2"
"2141","RFU ","440,660",187,"all","15","MIX","15","Low","2"
"2142","RFU ","440,660",75,"all","15","MIX","18","Low","2"
"2143","RFU ","440,660",87,"all","15","MIX","21","Low","1"
"2144","OD ","440",0.078,"all","15","MIX","9","Low","2"
"2145","OD ","440",0.069,"all","15","MIX","12","Low","2"
"2146","OD ","440",0.094,"all","15","MIX","15","Low","2"
"2147","OD ","440",0.076,"all","15","MIX","18","Low","2"
"2148","OD ","440",0.092,"all","15","MIX","21","Low","1"
"2149","OD ","450",0.074,"all","15","MIX","9","Low","2"
"2150","OD ","450",0.068,"all","15","MIX","12","Low","2"
"2151","OD ","450",0.092,"all","15","MIX","15","Low","2"
"2152","OD ","450",0.075,"all","15","MIX","18","Low","2"
"2153","OD ","450",0.091,"all","15","MIX","21","Low","1"
"2154","OD ","650",0.056,"all","15","MIX","9","Low","2"
"2155","OD ","650",0.05,"all","15","MIX","12","Low","2"
"2156","OD ","650",0.068,"all","15","MIX","15","Low","2"
"2157","OD ","650",0.056,"all","15","MIX","18","Low","2"
"2158","OD ","650",0.069,"all","15","MIX","21","Low","1"
"2159","OD ","800",0.049,"all","15","MIX","9","Low","2"
"2160","OD ","800",0.053,"all","15","MIX","12","Low","2"
"2161","OD ","800",0.069,"all","15","MIX","15","Low","2"
"2162","OD ","800",0.055,"all","15","MIX","18","Low","2"
"2163","OD ","800",0.068,"all","15","MIX","21","Low","1"
"2164","RFU ","395,680",55,"all","15","MIX","9","Low","3"
"2165","RFU ","395,680",36,"all","15","MIX","12","Low","3"
"2166","RFU ","395,680",249,"all","15","MIX","15","Low","3"
"2167","RFU ","395,680",125,"all","15","MIX","18","Low","3"
"2168","RFU ","395,680",152,"all","15","MIX","21","Low","2"
"2169","RFU ","614,680",13,"all","15","MIX","9","Low","3"
"2170","RFU ","614,680",6,"all","15","MIX","12","Low","3"
"2171","RFU ","614,680",62,"all","15","MIX","15","Low","3"
"2172","RFU ","614,680",12,"all","15","MIX","18","Low","3"
"2173","RFU ","614,680",29,"all","15","MIX","21","Low","2"
"2174","RFU ","440,660",42,"all","15","MIX","9","Low","3"
"2175","RFU ","440,660",56,"all","15","MIX","12","Low","3"
"2176","RFU ","440,660",208,"all","15","MIX","15","Low","3"
"2177","RFU ","440,660",57,"all","15","MIX","18","Low","3"
"2178","RFU ","440,660",114,"all","15","MIX","21","Low","2"
"2179","OD ","440",0.074,"all","15","MIX","9","Low","3"
"2180","OD ","440",0.07,"all","15","MIX","12","Low","3"
"2181","OD ","440",0.096,"all","15","MIX","15","Low","3"
"2182","OD ","440",0.082,"all","15","MIX","18","Low","3"
"2183","OD ","440",0.098,"all","15","MIX","21","Low","2"
"2184","OD ","450",0.072,"all","15","MIX","9","Low","3"
"2185","OD ","450",0.068,"all","15","MIX","12","Low","3"
"2186","OD ","450",0.097,"all","15","MIX","15","Low","3"
"2187","OD ","450",0.082,"all","15","MIX","18","Low","3"
"2188","OD ","450",0.097,"all","15","MIX","21","Low","2"
"2189","OD ","650",0.055,"all","15","MIX","9","Low","3"
"2190","OD ","650",0.052,"all","15","MIX","12","Low","3"
"2191","OD ","650",0.077,"all","15","MIX","15","Low","3"
"2192","OD ","650",0.061,"all","15","MIX","18","Low","3"
"2193","OD ","650",0.072,"all","15","MIX","21","Low","2"
"2194","OD ","800",0.05,"all","15","MIX","9","Low","3"
"2195","OD ","800",0.052,"all","15","MIX","12","Low","3"
"2196","OD ","800",0.073,"all","15","MIX","15","Low","3"
"2197","OD ","800",0.056,"all","15","MIX","18","Low","3"
"2198","OD ","800",0.069,"all","15","MIX","21","Low","2"
"2199","RFU ","395,680",44,"all","15","MIX","9","HI","1"
"2200","RFU ","395,680",39,"all","15","MIX","12","HI","1"
"2201","RFU ","395,680",105,"all","15","MIX","15","HI","1"
"2202","RFU ","395,680",88,"all","15","MIX","18","HI","1"
"2203","RFU ","395,680",191,"all","15","MIX","21","Low","3"
"2204","RFU ","614,680",10,"all","15","MIX","9","HI","1"
"2205","RFU ","614,680",6,"all","15","MIX","12","HI","1"
"2206","RFU ","614,680",28,"all","15","MIX","15","HI","1"
"2207","RFU ","614,680",15,"all","15","MIX","18","HI","1"
"2208","RFU ","614,680",39,"all","15","MIX","21","Low","3"
"2209","RFU ","440,660",49,"all","15","MIX","9","HI","1"
"2210","RFU ","440,660",35,"all","15","MIX","12","HI","1"
"2211","RFU ","440,660",102,"all","15","MIX","15","HI","1"
"2212","RFU ","440,660",58,"all","15","MIX","18","HI","1"
"2213","RFU ","440,660",135,"all","15","MIX","21","Low","3"
"2214","OD ","440",0.08,"all","15","MIX","9","HI","1"
"2215","OD ","440",0.074,"all","15","MIX","12","HI","1"
"2216","OD ","440",0.085,"all","15","MIX","15","HI","1"
"2217","OD ","440",0.083,"all","15","MIX","18","HI","1"
"2218","OD ","440",0.097,"all","15","MIX","21","Low","3"
"2219","OD ","450",0.078,"all","15","MIX","9","HI","1"
"2220","OD ","450",0.07,"all","15","MIX","12","HI","1"
"2221","OD ","450",0.085,"all","15","MIX","15","HI","1"
"2222","OD ","450",0.081,"all","15","MIX","18","HI","1"
"2223","OD ","450",0.095,"all","15","MIX","21","Low","3"
"2224","OD ","650",0.057,"all","15","MIX","9","HI","1"
"2225","OD ","650",0.051,"all","15","MIX","12","HI","1"
"2226","OD ","650",0.064,"all","15","MIX","15","HI","1"
"2227","OD ","650",0.058,"all","15","MIX","18","HI","1"
"2228","OD ","650",0.071,"all","15","MIX","21","Low","3"
"2229","OD ","800",0.053,"all","15","MIX","9","HI","1"
"2230","OD ","800",0.051,"all","15","MIX","12","HI","1"
"2231","OD ","800",0.06,"all","15","MIX","15","HI","1"
"2232","OD ","800",0.057,"all","15","MIX","18","HI","1"
"2233","OD ","800",0.07,"all","15","MIX","21","Low","3"
"2234","RFU ","395,680",62,"all","15","MIX","9","HI","2"
"2235","RFU ","395,680",24,"all","15","MIX","12","HI","2"
"2236","RFU ","395,680",115,"all","15","MIX","15","HI","2"
"2237","RFU ","395,680",79,"all","15","MIX","18","HI","2"
"2238","RFU ","395,680",218,"all","15","MIX","21","HI","1"
"2239","RFU ","614,680",12,"all","15","MIX","9","HI","2"
"2240","RFU ","614,680",4,"all","15","MIX","12","HI","2"
"2241","RFU ","614,680",19,"all","15","MIX","15","HI","2"
"2242","RFU ","614,680",15,"all","15","MIX","18","HI","2"
"2243","RFU ","614,680",43,"all","15","MIX","21","HI","1"
"2244","RFU ","440,660",66,"all","15","MIX","9","HI","2"
"2245","RFU ","440,660",31,"all","15","MIX","12","HI","2"
"2246","RFU ","440,660",109,"all","15","MIX","15","HI","2"
"2247","RFU ","440,660",77,"all","15","MIX","18","HI","2"
"2248","RFU ","440,660",175,"all","15","MIX","21","HI","1"
"2249","OD ","440",0.078,"all","15","MIX","9","HI","2"
"2250","OD ","440",0.07,"all","15","MIX","12","HI","2"
"2251","OD ","440",0.074,"all","15","MIX","15","HI","2"
"2252","OD ","440",0.079,"all","15","MIX","18","HI","2"
"2253","OD ","440",0.122,"all","15","MIX","21","HI","1"
"2254","OD ","450",0.077,"all","15","MIX","9","HI","2"
"2255","OD ","450",0.068,"all","15","MIX","12","HI","2"
"2256","OD ","450",0.075,"all","15","MIX","15","HI","2"
"2257","OD ","450",0.078,"all","15","MIX","18","HI","2"
"2258","OD ","450",0.121,"all","15","MIX","21","HI","1"
"2259","OD ","650",0.056,"all","15","MIX","9","HI","2"
"2260","OD ","650",0.05,"all","15","MIX","12","HI","2"
"2261","OD ","650",0.054,"all","15","MIX","15","HI","2"
"2262","OD ","650",0.056,"all","15","MIX","18","HI","2"
"2263","OD ","650",0.091,"all","15","MIX","21","HI","1"
"2264","OD ","800",0.053,"all","15","MIX","9","HI","2"
"2265","OD ","800",0.049,"all","15","MIX","12","HI","2"
"2266","OD ","800",0.054,"all","15","MIX","15","HI","2"
"2267","OD ","800",0.054,"all","15","MIX","18","HI","2"
"2268","OD ","800",0.085,"all","15","MIX","21","HI","1"
"2269","RFU ","395,680",47,"all","15","MIX","9","HI","3"
"2270","RFU ","395,680",69,"all","15","MIX","12","HI","3"
"2271","RFU ","395,680",208,"all","15","MIX","15","HI","3"
"2272","RFU ","395,680",99,"all","15","MIX","18","HI","3"
"2273","RFU ","395,680",312,"all","15","MIX","21","HI","2"
"2274","RFU ","614,680",12,"all","15","MIX","9","HI","3"
"2275","RFU ","614,680",0,"all","15","MIX","12","HI","3"
"2276","RFU ","614,680",44,"all","15","MIX","15","HI","3"
"2277","RFU ","614,680",16,"all","15","MIX","18","HI","3"
"2278","RFU ","614,680",61,"all","15","MIX","21","HI","2"
"2279","RFU ","440,660",33,"all","15","MIX","9","HI","3"
"2280","RFU ","440,660",36,"all","15","MIX","12","HI","3"
"2281","RFU ","440,660",171,"all","15","MIX","15","HI","3"
"2282","RFU ","440,660",65,"all","15","MIX","18","HI","3"
"2283","RFU ","440,660",210,"all","15","MIX","21","HI","2"
"2284","OD ","440",0.078,"all","15","MIX","9","HI","3"
"2285","OD ","440",0.073,"all","15","MIX","12","HI","3"
"2286","OD ","440",0.095,"all","15","MIX","15","HI","3"
"2287","OD ","440",0.082,"all","15","MIX","18","HI","3"
"2288","OD ","440",0.145,"all","15","MIX","21","HI","2"
"2289","OD ","450",0.076,"all","15","MIX","9","HI","3"
"2290","OD ","450",0.073,"all","15","MIX","12","HI","3"
"2291","OD ","450",0.095,"all","15","MIX","15","HI","3"
"2292","OD ","450",0.081,"all","15","MIX","18","HI","3"
"2293","OD ","450",0.143,"all","15","MIX","21","HI","2"
"2294","OD ","650",0.055,"all","15","MIX","9","HI","3"
"2295","OD ","650",0.052,"all","15","MIX","12","HI","3"
"2296","OD ","650",0.069,"all","15","MIX","15","HI","3"
"2297","OD ","650",0.059,"all","15","MIX","18","HI","3"
"2298","OD ","650",0.109,"all","15","MIX","21","HI","2"
"2299","OD ","800",0.053,"all","15","MIX","9","HI","3"
"2300","OD ","800",0.051,"all","15","MIX","12","HI","3"
"2301","OD ","800",0.063,"all","15","MIX","15","HI","3"
"2302","OD ","800",0.055,"all","15","MIX","18","HI","3"
"2303","OD ","800",0.104,"all","15","MIX","21","HI","2"
"2304","RFU ","395,680",4,"all","15","MIX","21","HI","3"
"2305","RFU ","614,680",0,"all","15","MIX","21","HI","3"
"2306","RFU ","440,660",3,"all","15","MIX","21","HI","3"
"2307","OD ","440",0.038,"all","15","MIX","21","HI","3"
"2308","OD ","450",0.038,"all","15","MIX","21","HI","3"
"2309","OD ","650",0.035,"all","15","MIX","21","HI","3"
"2310","OD ","800",0.039,"all","15","MIX","21","HI","3"
"2311","RFU ","395,680",186,"all","14","MIX","9","Low","1"
"2312","RFU ","395,680",55,"all","14","MIX","12","Low","1"
"2313","RFU ","395,680",190,"all","14","MIX","15","Low","1"
"2314","RFU ","395,680",223,"all","14","MIX","18","Low","1"
"2315","RFU ","614,680",36,"all","14","MIX","9","Low","1"
"2316","RFU ","614,680",9,"all","14","MIX","12","Low","1"
"2317","RFU ","614,680",34,"all","14","MIX","15","Low","1"
"2318","RFU ","614,680",35,"all","14","MIX","18","Low","1"
"2319","RFU ","440,660",115,"all","14","MIX","9","Low","1"
"2320","RFU ","440,660",65,"all","14","MIX","12","Low","1"
"2321","RFU ","440,660",126,"all","14","MIX","15","Low","1"
"2322","RFU ","440,660",152,"all","14","MIX","18","Low","1"
"2323","OD ","440",0.079,"all","14","MIX","9","Low","1"
"2324","OD ","440",0.071,"all","14","MIX","12","Low","1"
"2325","OD ","440",0.101,"all","14","MIX","15","Low","1"
"2326","OD ","440",0.122,"all","14","MIX","18","Low","1"
"2327","OD ","450",0.082,"all","14","MIX","9","Low","1"
"2328","OD ","450",0.071,"all","14","MIX","12","Low","1"
"2329","OD ","450",0.103,"all","14","MIX","15","Low","1"
"2330","OD ","450",0.123,"all","14","MIX","18","Low","1"
"2331","OD ","650",0.058,"all","14","MIX","9","Low","1"
"2332","OD ","650",0.055,"all","14","MIX","12","Low","1"
"2333","OD ","650",0.079,"all","14","MIX","15","Low","1"
"2334","OD ","650",0.096,"all","14","MIX","18","Low","1"
"2335","OD ","800",0.053,"all","14","MIX","9","Low","1"
"2336","OD ","800",0.056,"all","14","MIX","12","Low","1"
"2337","OD ","800",0.075,"all","14","MIX","15","Low","1"
"2338","OD ","800",0.093,"all","14","MIX","18","Low","1"
"2339","RFU ","395,680",84,"all","14","MIX","9","Low","2"
"2340","RFU ","395,680",39,"all","14","MIX","12","Low","2"
"2341","RFU ","395,680",133,"all","14","MIX","15","Low","2"
"2342","RFU ","395,680",117,"all","14","MIX","18","Low","2"
"2343","RFU ","395,680",130,"all","14","MIX","21","Low","1"
"2344","RFU ","614,680",24,"all","14","MIX","9","Low","2"
"2345","RFU ","614,680",13,"all","14","MIX","12","Low","2"
"2346","RFU ","614,680",30,"all","14","MIX","15","Low","2"
"2347","RFU ","614,680",25,"all","14","MIX","18","Low","2"
"2348","RFU ","614,680",24,"all","14","MIX","21","Low","1"
"2349","RFU ","440,660",79,"all","14","MIX","9","Low","2"
"2350","RFU ","440,660",34,"all","14","MIX","12","Low","2"
"2351","RFU ","440,660",104,"all","14","MIX","15","Low","2"
"2352","RFU ","440,660",96,"all","14","MIX","18","Low","2"
